time tau_xy tau_yz tau_xz sigma_xy sigma_yz sigma_xz
120610.0000 -0.1406 0.0749 0.0431 2.5529 2.6100 2.4750
120620.0000 -0.1299 0.0855 0.1326 2.5757 2.8715 2.6247
120630.0000 -0.1252 -0.1481 0.1471 2.6731 2.6810 2.8764
120640.0000 -0.1177 0.0007 0.2092 2.6168 2.5014 2.7657
120650.0000 -0.0298 0.0284 0.0979 2.6683 2.6556 2.7909
120660.0000 0.0297 -0.1676 0.1576 2.5991 2.6518 2.8350
120670.0000 0.0053 -0.0398 0.2530 2.8040 2.7702 2.6862
120680.0000 0.0495 0.0313 0.1912 2.6282 2.7079 2.7077
120690.0000 0.0043 0.0652 0.3010 2.7854 2.7863 2.7212
120700.0000 0.1323 -0.1649 0.2636 2.7713 2.8979 2.8439
120710.0000 0.0340 -0.0006 0.3107 2.8140 2.6884 2.8039
120720.0000 0.0437 -0.0149 0.1429 2.7262 3.0500 2.7134
120730.0000 0.1993 -0.1017 0.1093 2.7026 2.7355 2.6063
120740.0000 -0.0208 -0.2068 0.0864 2.7469 2.6556 2.7797
120750.0000 0.1303 0.0545 0.3123 2.5524 2.6731 2.7793
120760.0000 0.0175 -0.1116 0.3005 2.8217 2.6708 2.8497
120770.0000 0.1376 -0.0992 0.2097 2.6904 2.7033 2.7132
120780.0000 -0.0937 -0.0868 0.3067 2.7729 2.7022 2.6320
120790.0000 0.0301 -0.0771 0.2195 2.6616 2.6534 2.6878
120800.0000 -0.0485 -0.3171 0.0618 2.6060 2.5685 2.7393
120810.0000 0.0350 0.0877 -0.0439 2.6682 2.6631 2.6822
120820.0000 0.0748 -0.0117 -0.0045 2.6841 2.7492 2.6587
120830.0000 -0.0508 -0.1372 0.0823 2.6224 2.7746 2.5665
120840.0000 -0.0806 -0.2419 0.1484 2.6119 2.7018 2.7043
120850.0000 -0.2358 -0.0383 0.1633 2.7143 2.7396 2.6340
120860.0000 -0.0704 -0.0924 0.1023 2.7405 2.6296 2.7428
120870.0000 -0.1169 0.0489 0.1925 2.5646 2.5828 2.7260
120880.0000 -0.2796 -0.0629 0.1142 2.6791 2.8108 2.5278
120890.0000 -0.1210 -0.1143 0.3267 2.6272 2.8729 2.6892
120900.0000 -0.0074 0.1060 0.1882 2.7833 2.7409 2.7101
120910.0000 -0.1723 -0.0217 0.1967 2.8314 2.8043 2.7570
120920.0000 -0.0633 -0.0839 0.2775 2.6634 2.8591 2.7059
120930.0000 -0.2862 -0.0626 0.0194 2.5344 2.8691 2.7589
120940.0000 -0.0721 0.0963 -0.0608 2.8079 2.7534 2.7409
120950.0000 -0.1680 -0.0240 0.0486 2.6666 2.6642 2.7629
120960.0000 -0.2934 -0.0261 -0.0310 2.9240 2.6042 2.6293
120970.0000 -0.1850 0.1178 0.0134 2.7412 2.8467 2.7187
120980.0000 -0.1103 0.0414 -0.0463 2.6784 2.6980 2.6960
120990.0000 -0.0274 -0.0640 -0.0309 2.7596 2.5547 2.6618
121000.0000 -0.0758 -0.0032 -0.0897 2.6888 2.6588 2.5629
121010.0000 -0.0597 -0.0556 0.0774 2.7660 2.5299 2.7088
121020.0000 -0.1644 -0.0998 0.1424 2.7056 2.8011 2.5828
121030.0000 -0.2775 0.0259 0.2498 2.7220 2.6547 2.7628
121040.0000 -0.0919 0.0250 0.1914 2.7862 2.7342 2.8928
121050.0000 -0.2162 -0.1127 -0.0210 2.6212 2.6201 2.7740
121060.0000 -0.1238 0.0209 0.1562 2.4949 2.7331 2.7867
121070.0000 -0.1523 0.0034 -0.0486 2.7689 2.5465 2.6890
121080.0000 -0.1574 0.2074 -0.0271 2.6083 2.5645 2.5479
121090.0000 -0.0230 0.1261 0.0714 2.7205 2.7186 2.7308
121100.0000 -0.1433 0.0579 0.1348 2.8341 2.7897 2.7985
121110.0000 -0.0458 0.1936 0.1401 2.8336 2.7028 2.8946
121120.0000 0.0814 0.0958 0.0851 2.5943 2.6751 3.0716
121130.0000 0.0777 0.3034 -0.0256 2.6957 2.7306 2.7049
121140.0000 -0.1630 0.2675 -0.0151 2.5473 2.5770 2.5236
121150.0000 0.0008 0.1698 0.0327 2.6026 2.6045 2.6395
121160.0000 0.0462 0.2991 0.0173 2.6916 2.6181 2.7717
121170.0000 0.0145 0.5617 0.1287 2.5430 2.7527 2.8175
121180.0000 -0.1573 0.1723 -0.0738 2.6380 2.8086 2.8409
121190.0000 -0.0426 0.1505 -0.0618 2.5790 2.8038 2.7210
121200.0000 0.1467 0.1096 0.0243 2.6089 2.6554 2.7037
121210.0000 -0.0228 0.1912 0.1876 2.8405 2.5058 2.7016
121220.0000 0.0837 0.0915 0.2059 2.6767 2.6575 2.7296
121230.0000 -0.0122 0.1199 0.1163 2.5687 2.8051 2.5852
121240.0000 -0.0081 0.1332 0.0223 2.6810 2.9291 2.7283
121250.0000 -0.0218 0.0886 0.1239 2.5582 2.8476 2.7806
121260.0000 0.0446 0.2359 0.2111 2.8081 2.7967 2.8239
121270.0000 0.0705 0.1289 0.0893 2.7638 2.6847 2.7766
121280.0000 -0.1384 0.1877 0.0636 2.5699 2.6603 2.7821
121290.0000 -0.0207 0.1371 0.1643 2.7093 2.6771 2.6809
121300.0000 0.0093 0.0824 -0.0459 2.7471 2.8631 2.9140
121310.0000 0.1179 0.2205 0.0483 2.5817 2.7921 2.6005
121320.0000 0.3389 0.0881 -0.0222 2.7966 2.8903 2.7334
121330.0000 0.1041 -0.0704 -0.0306 2.6895 2.7655 2.6289
121340.0000 0.1386 0.1247 0.1524 2.7409 2.8222 2.8304
121350.0000 0.1020 0.2102 0.0761 2.6545 2.7559 2.7229
121360.0000 -0.0720 0.0849 0.1229 2.5902 2.6996 2.7340
121370.0000 -0.0295 0.1201 0.0838 2.9004 2.7044 2.6473
121380.0000 -0.0278 -0.0351 0.2030 2.7042 2.7089 2.6564
121390.0000 0.0325 -0.1010 0.0837 2.6724 2.7863 2.6548
121400.0000 0.1148 0.0622 0.0562 2.8860 2.8438 2.5034
121410.0000 -0.0063 -0.0546 0.1016 2.5271 2.7665 2.6328
121420.0000 -0.0003 0.0114 0.0834 2.7476 2.9175 2.6319
121430.0000 0.0166 -0.1154 0.0174 2.7199 2.7949 2.7554
121440.0000 0.0454 -0.0832 0.2941 2.7162 2.7587 2.8276
121450.0000 0.1088 -0.0674 0.1882 2.5932 2.7525 2.5915
121460.0000 0.0345 -0.0933 0.2591 2.7471 2.7494 2.6679
121470.0000 0.0250 -0.0173 0.1476 2.8493 2.7284 2.6218
121480.0000 0.1366 -0.0212 0.2310 2.8045 2.5239 2.7896
121490.0000 0.1359 0.0637 0.1708 2.5174 2.4060 2.8888
121500.0000 0.0716 0.0758 0.1200 2.5916 2.5455 2.6933
121510.0000 0.0612 0.2120 0.1214 2.6630 2.8247 2.6202
121520.0000 -0.1053 0.1473 0.1186 2.7758 2.8752 2.7654
121530.0000 -0.0340 0.2642 0.1220 2.7798 2.7891 2.6966
121540.0000 0.0683 0.1558 0.0340 2.6451 2.7413 2.6566
121550.0000 -0.0241 0.1809 0.1418 2.6426 2.7655 2.7602
121560.0000 -0.0820 0.3689 0.2367 2.7019 2.8613 2.7869
121570.0000 0.0691 0.0911 0.1670 2.6812 2.6240 2.8713
121580.0000 0.0105 0.1737 0.1379 2.6693 2.8671 2.7222
121590.0000 0.2349 0.0036 0.0583 2.5916 2.6856 2.6192
121600.0000 0.1199 0.0548 0.1034 2.6908 2.6602 2.7509
121610.0000 0.1518 0.0790 -0.0424 2.7102 2.5825 2.6406
121620.0000 0.2884 -0.2380 0.0168 2.5818 2.6516 2.7341
121630.0000 0.1107 0.0954 0.0437 2.5939 2.6108 2.8328
121640.0000 0.2125 0.0165 0.1480 2.6288 2.5237 2.6529
121650.0000 0.1920 0.0515 0.2413 2.5057 2.5208 2.6655
121660.0000 0.1765 0.0703 0.2997 2.4748 2.5365 2.6637
121670.0000 0.0320 0.0689 0.2510 2.5451 2.4909 2.6058
121680.0000 0.2044 0.1199 -0.0132 2.5767 2.5045 2.6714
121690.0000 0.2218 0.0531 0.0970 2.6466 2.7135 2.5200
121700.0000 0.2516 0.0038 0.1847 2.7686 2.6696 2.7276
121710.0000 0.1017 0.0133 0.2043 2.5473 2.6269 2.6814
121720.0000 0.0120 -0.0427 0.0579 2.6316 2.7450 2.5686
121730.0000 0.0159 0.0671 0.0104 2.7592 2.6258 2.7883
121740.0000 -0.0483 -0.0065 -0.0031 2.6209 2.5327 2.5118
121750.0000 0.0855 -0.0866 -0.1130 2.6819 2.8357 2.5198
121760.0000 -0.0499 -0.0633 -0.1035 2.6687 2.5593 2.6879
121770.0000 -0.0505 0.0784 0.0331 2.7186 2.6835 2.6825
121780.0000 0.0724 0.0229 -0.1068 2.7945 2.8134 2.8365
121790.0000 -0.0910 -0.0075 -0.0456 2.7605 2.7177 2.6522
121800.0000 -0.0533 0.0136 -0.0450 2.7789 2.7779 2.7553
121810.0000 -0.1676 0.0709 0.0162 2.7333 2.9059 2.7767
121820.0000 0.0847 0.0691 0.0439 2.8820 2.7797 2.8624
121830.0000 -0.0702 0.1754 0.0958 2.8209 2.7606 2.6159
121840.0000 0.1186 0.0456 -0.0323 2.8482 2.7387 2.7660
121850.0000 0.0127 0.1289 0.1006 2.8705 2.8528 2.7916
121860.0000 -0.0437 0.0794 0.0299 2.9022 2.8568 2.6671
121870.0000 0.2934 -0.0141 0.0684 2.7791 2.6709 2.7572
121880.0000 0.1720 -0.1734 0.2548 2.7098 2.6637 2.7141
121890.0000 0.1030 -0.0641 0.1721 2.7776 2.7068 2.6332
121900.0000 0.1735 -0.0472 0.0919 2.8272 2.5292 2.7279
121910.0000 -0.0531 0.0243 0.1080 2.6242 2.6081 2.7218
121920.0000 0.0569 0.0291 0.0971 2.7611 2.5982 2.6579
121930.0000 0.0489 -0.1375 0.1820 2.7707 2.6826 2.6038
121940.0000 0.1106 -0.0808 0.3077 2.6961 2.6411 2.6450
121950.0000 0.1109 -0.1830 0.1564 2.7297 2.6248 2.7860
121960.0000 0.1964 -0.1839 -0.0022 2.6673 2.6238 2.5903
121970.0000 0.0757 -0.1535 -0.2199 2.6562 2.5085 2.7147
121980.0000 -0.0955 -0.0656 0.0375 2.6849 2.6555 2.7245
121990.0000 -0.0519 0.0255 -0.0763 2.7057 2.7132 2.7083
122000.0000 -0.1115 -0.0960 0.0371 2.8387 2.6930 2.7028
122010.0000 -0.0331 -0.0214 0.0101 2.7962 2.5789 2.6445
122020.0000 -0.1432 0.0698 -0.0055 2.6786 2.6451 2.5275
122030.0000 -0.1322 0.1444 -0.0576 2.7464 2.6414 2.6545
122040.0000 0.0235 0.1568 0.1002 2.8070 2.9258 2.7504
122050.0000 0.0107 0.0770 0.0341 2.7559 2.5254 2.8947
122060.0000 -0.0842 0.0222 0.1160 2.5757 2.7173 2.7162
122070.0000 0.0400 -0.0044 0.1397 2.5490 2.6993 2.5671
122080.0000 0.1556 0.0044 0.1414 2.6841 2.9465 2.7108
122090.0000 -0.1308 0.1175 0.1697 2.6802 2.8696 2.6700
122100.0000 -0.0338 0.0145 0.1009 2.7747 2.5661 2.6075
122110.0000 -0.0524 0.0137 0.1418 2.6262 2.7375 2.6161
122120.0000 0.1690 0.0410 0.0302 2.8698 2.7303 2.6797
122130.0000 0.1182 -0.1080 -0.0616 2.9031 2.6694 2.8104
122140.0000 0.1903 -0.0045 0.2051 2.7604 2.6957 2.6630
122150.0000 0.1101 0.1261 0.0982 2.7195 2.8077 2.6997
122160.0000 0.2406 0.1194 0.1616 2.8869 2.8124 2.6040
122170.0000 0.0728 0.1635 0.1713 2.6820 2.7482 2.6628
122180.0000 0.0366 -0.1256 0.1159 2.7251 2.7480 2.5332
122190.0000 0.1056 -0.1394 0.2486 2.7814 2.8074 2.6463
122200.0000 -0.1837 -0.0552 -0.0697 2.8970 2.8493 2.7058
122210.0000 -0.0044 0.0018 0.1154 2.9401 2.7852 2.7572
122220.0000 0.0115 -0.1014 0.2698 2.8789 2.9849 2.7207
122230.0000 -0.1429 -0.0032 0.1651 2.9060 2.6587 2.5872
122240.0000 0.0316 -0.1877 0.1565 2.7507 2.7739 2.6869
122250.0000 -0.0606 -0.0207 0.0353 2.8818 2.6861 2.9315
122260.0000 0.0317 -0.0650 0.0088 2.8534 2.8470 2.8207
122270.0000 -0.0313 -0.0797 -0.0271 2.8385 2.5945 2.7075
122280.0000 -0.1518 -0.1081 -0.0761 2.8278 2.7016 2.6127
122290.0000 -0.0175 0.0214 0.0037 2.6527 2.7073 2.7246
122300.0000 -0.0547 -0.1115 0.0268 2.6298 2.8305 2.7257
122310.0000 -0.1708 0.0927 0.1533 2.6376 2.8108 2.7095
122320.0000 -0.1096 0.0084 0.0594 2.6140 2.7450 2.7738
122330.0000 -0.0786 0.0427 0.0416 2.4968 2.7011 2.7844
122340.0000 -0.0414 0.0650 0.0624 2.6058 2.6812 2.7001
122350.0000 0.0168 0.1569 -0.0696 2.6384 2.7337 2.7641
122360.0000 -0.0006 -0.0142 -0.1897 2.6741 2.7405 2.7305
122370.0000 -0.1223 0.2081 0.1044 2.7449 2.9007 2.7808
122380.0000 0.1102 0.2377 -0.0038 2.7438 2.7951 2.7806
122390.0000 0.1437 -0.1147 -0.1257 2.7076 2.8245 2.7807
122400.0000 0.2236 0.0749 -0.1463 2.7176 2.7044 2.8060
122410.0000 0.0014 0.1445 0.0274 2.6549 2.8584 2.6744
122420.0000 -0.0323 0.0982 -0.0548 2.7434 2.7348 2.8088
122430.0000 0.1696 0.0213 0.0469 2.8139 2.8206 2.7776
122440.0000 0.2597 0.0509 0.0283 2.7253 2.8128 2.7357
122450.0000 0.0639 -0.1257 0.0765 2.7217 2.7487 2.6554
122460.0000 0.0032 0.1636 -0.0079 2.7022 2.6567 2.7650
122470.0000 0.0081 0.1686 0.1280 2.8283 2.9209 2.9670
122480.0000 -0.0468 0.0699 0.0254 2.8059 2.6274 2.9011
122490.0000 -0.0702 0.0272 0.1530 2.6555 2.8592 2.7738
122500.0000 -0.1213 0.0066 0.0782 2.7288 2.7100 2.8045
122510.0000 0.0678 -0.2205 0.0054 2.7630 2.8002 2.6998
122520.0000 0.0543 -0.0248 -0.0248 2.7309 2.8275 2.8823
122530.0000 -0.0044 -0.0241 -0.0768 2.5346 2.7173 2.6218
122540.0000 -0.0011 -0.0087 -0.1218 2.6897 2.7300 2.6970
122550.0000 0.0676 0.1616 0.1186 2.6447 2.8261 2.8044
122560.0000 0.2651 -0.1232 0.1003 2.7808 2.7639 2.8272
122570.0000 0.1605 0.0303 0.0099 2.8003 2.8892 2.7477
122580.0000 0.1296 -0.0348 0.0521 2.7185 2.7522 2.8864
122590.0000 -0.0102 -0.0055 0.1148 2.8458 2.9605 2.7129
122600.0000 -0.1261 0.0290 0.1116 2.8257 2.8361 2.6460
122610.0000 -0.1377 0.0406 0.0879 2.7074 2.9969 2.8606
122620.0000 -0.0112 -0.0400 0.2236 2.7141 2.7478 2.8728
122630.0000 0.0414 -0.0386 0.0292 2.7551 2.8917 2.6286
122640.0000 0.0313 0.0487 0.1394 2.6585 2.7827 2.8249
122650.0000 0.0922 0.1717 0.1534 2.7257 2.6961 2.5379
122660.0000 0.2510 -0.0232 0.0174 2.7027 2.6003 2.6766
122670.0000 0.0722 0.0948 0.0502 2.6160 2.6561 2.8213
122680.0000 0.2080 0.0278 0.0719 2.7744 2.6473 2.6500
122690.0000 -0.1037 -0.0550 0.0832 2.6478 2.9004 2.8290
122700.0000 -0.0383 -0.0068 -0.0787 2.8075 2.6553 2.6655
122710.0000 0.2142 0.0680 0.1308 2.5861 2.7060 2.6713
122720.0000 0.0993 0.0942 0.0249 2.5409 2.6230 2.8359
122730.0000 0.2031 -0.0847 0.1135 2.6011 2.4906 2.7348
122740.0000 0.0850 0.0240 0.2035 2.4882 2.5561 2.6295
122750.0000 -0.0674 -0.1049 -0.0498 2.6761 2.5043 2.7036
122760.0000 0.0861 -0.0010 -0.1900 2.7281 2.7290 2.6625
122770.0000 0.0726 0.0770 -0.0419 2.6555 2.5944 2.7106
122780.0000 -0.0673 -0.1304 0.1146 2.7428 2.7247 2.5403
122790.0000 -0.0265 -0.0329 0.1621 2.7646 2.7107 2.5988
122800.0000 -0.0484 0.0705 0.1350 2.7282 2.4781 2.5731
122810.0000 0.0475 0.1147 0.1747 2.6697 2.3911 2.5609
122820.0000 0.0736 0.0565 0.2034 2.8293 2.5981 2.5175
122830.0000 0.1391 -0.0056 0.2232 2.7602 2.4467 2.6901
122840.0000 -0.0301 -0.0128 0.0448 2.7900 2.5482 2.4947
122850.0000 -0.0675 0.0474 0.2013 2.6801 2.5691 2.7094
122860.0000 0.0580 -0.0844 0.1264 2.7802 2.6745 2.8712
122870.0000 0.1535 0.0177 -0.0030 2.8399 2.6208 2.7462
122880.0000 0.1340 0.0628 -0.0817 2.6908 2.8211 2.7736
122890.0000 0.1294 0.1982 0.0481 2.6376 2.7880 2.9000
122900.0000 0.1760 0.1087 0.0123 2.7124 2.7535 2.6936
122910.0000 0.1411 -0.0080 0.0861 2.5570 2.6118 2.6062
122920.0000 0.3139 -0.0969 -0.0327 2.7702 2.7952 2.7833
122930.0000 0.1562 0.0427 0.0748 2.6506 2.6930 2.6547
122940.0000 0.0455 -0.0655 0.1633 2.7203 2.7249 2.7101
122950.0000 0.0779 0.0567 0.0205 2.7561 2.5933 2.5578
122960.0000 -0.0181 -0.0080 0.0636 2.6977 2.7802 2.8468
122970.0000 0.0662 -0.0428 0.1486 2.6501 2.6444 2.7887
122980.0000 0.0305 -0.0832 0.1527 2.6158 2.4395 2.5365
122990.0000 0.1522 0.1278 0.1911 2.7640 2.6227 2.6329
123000.0000 0.1196 -0.0094 0.0072 2.7465 2.6811 2.4738
123010.0000 0.1681 0.0382 0.0219 2.7286 2.7284 2.6478
123020.0000 0.0728 0.0067 0.1512 2.6462 2.6537 2.6511
123030.0000 -0.0533 0.3464 -0.0038 2.5914 2.6786 2.5426
123040.0000 0.2228 0.3410 -0.1130 2.6656 2.7096 2.7986
123050.0000 -0.0054 0.2685 -0.0649 2.8299 2.8177 2.8013
123060.0000 0.0894 0.1701 0.0050 2.5497 2.7078 2.8928
123070.0000 0.0110 0.2027 0.0217 2.6321 2.7531 2.7662
123080.0000 0.0367 0.2893 -0.0808 2.5352 2.8364 2.8074
123090.0000 -0.0662 0.3055 0.0061 2.5865 2.9342 2.7680
123100.0000 -0.2440 0.1779 0.0302 2.7189 2.7238 2.5913
123110.0000 0.1261 -0.1319 -0.0372 2.7056 2.6258 2.8993
123120.0000 0.1343 -0.0233 -0.0115 2.6413 2.7606 2.8901
123130.0000 0.1536 0.0046 -0.1682 2.6366 2.7422 2.8085
123140.0000 0.2260 0.0494 0.0626 2.5701 2.8785 2.6614
123150.0000 0.0177 -0.0248 0.0341 2.5797 2.7173 2.7919
123160.0000 -0.1705 -0.0743 -0.0524 2.7702 2.8193 2.8149
123170.0000 -0.0809 0.2413 -0.1117 2.6411 2.7166 2.7122
123180.0000 -0.0050 0.0953 -0.1038 2.6232 2.6979 2.9309
123190.0000 -0.0088 0.1865 -0.1045 2.4873 2.8042 2.6083
123200.0000 0.1012 -0.0092 -0.2448 2.7379 2.7630 2.6128
123210.0000 0.2426 -0.0602 -0.1992 2.6420 2.7670 2.5977
123220.0000 0.0790 -0.0101 -0.2531 2.8322 2.9707 2.6670
123230.0000 -0.0221 0.0635 -0.2087 2.7140 2.9720 2.6537
123240.0000 -0.2117 -0.0222 -0.2297 2.6343 2.7634 2.8232
123250.0000 0.0406 0.0284 -0.1505 2.8121 2.7645 2.7293
123260.0000 0.0863 -0.0265 0.0660 2.6783 2.7704 2.6876
123270.0000 0.2643 0.1310 -0.1352 2.7385 2.7069 2.8564
123280.0000 0.0473 0.1797 0.0227 2.5741 2.7242 2.6616
123290.0000 0.0719 0.0532 0.0143 2.7863 2.7591 2.6947
123300.0000 -0.0233 0.0033 0.0739 2.5155 2.7176 2.7951
123310.0000 -0.0838 -0.0178 -0.0577 2.7369 2.7839 2.8390
123320.0000 -0.1568 0.0317 -0.0878 2.8195 2.8284 2.6390
123330.0000 -0.1631 0.0145 -0.0445 2.6613 2.5958 2.6009
123340.0000 -0.1626 0.0624 0.0089 2.7992 2.6541 2.8272
123350.0000 -0.0807 0.0130 -0.1439 2.5726 2.5708 2.8799
123360.0000 -0.1212 0.1013 -0.0664 2.7312 2.7874 2.7851
123370.0000 -0.1891 0.0317 -0.1137 2.7181 2.7105 2.9401
123380.0000 -0.1139 0.0081 -0.1868 2.8318 2.6982 2.8526
123390.0000 -0.3332 -0.0561 -0.1175 2.8180 2.6685 2.6783
123400.0000 -0.2586 -0.0060 -0.2308 2.7499 2.7563 2.7913
123410.0000 -0.1593 -0.2267 -0.0371 2.7703 2.4891 2.8292
123420.0000 -0.0537 -0.1223 0.0309 2.8954 2.5819 2.8612
123430.0000 -0.0980 -0.1042 -0.1457 2.7260 2.6373 2.8534
123440.0000 -0.0591 -0.2010 -0.0574 2.5798 2.7196 2.7337
123450.0000 -0.0810 -0.1337 -0.1526 2.5987 2.7268 2.7076
123460.0000 -0.1725 0.0035 0.0145 2.6549 2.6848 2.6575
123470.0000 0.0742 -0.0702 -0.0897 2.6405 2.5972 2.6332
123480.0000 -0.0877 -0.1278 -0.1681 2.6748 2.6625 2.6259
123490.0000 0.0982 -0.0014 -0.2709 2.7040 2.6628 2.5774
123500.0000 -0.0988 -0.1575 -0.1829 2.7930 2.6560 2.7121
123510.0000 -0.1190 0.0046 -0.2526 2.6024 2.5736 2.5633
123520.0000 -0.0638 0.0064 -0.1891 2.6564 2.5488 2.6938
123530.0000 -0.0889 -0.0907 -0.0506 2.8888 2.5322 2.7223
123540.0000 -0.0469 0.0291 -0.1704 2.6115 2.6928 2.7703
123550.0000 -0.0505 -0.1066 -0.1385 2.8130 2.6903 2.7447
123560.0000 -0.0325 0.0574 -0.1600 2.8329 2.6554 2.6165
123570.0000 -0.0970 0.0860 -0.1676 2.6778 2.6369 2.5805
123580.0000 -0.0631 0.1976 -0.0210 2.8789 2.7180 2.7013
123590.0000 -0.1089 0.0915 -0.0017 2.5761 2.9348 2.7370
123600.0000 -0.2297 0.1385 0.0718 2.6393 2.8163 2.6962
123610.0000 -0.1724 0.0375 -0.0860 2.5728 2.8406 2.7039
123620.0000 -0.0865 -0.0921 -0.0095 2.5297 2.5889 2.5402
123630.0000 -0.0133 0.1834 0.0002 2.7553 2.7668 2.6982
123640.0000 0.0737 0.1073 0.1096 2.6441 2.7209 2.5757
123650.0000 0.0717 0.0009 0.0326 2.6213 2.7368 2.7174
123660.0000 0.1044 -0.2863 0.1723 2.5237 2.7217 2.6664
123670.0000 -0.0895 -0.0705 0.1474 2.6594 2.7894 2.7150
123680.0000 0.0362 -0.0871 0.0817 2.6021 2.7487 2.8131
123690.0000 -0.0905 0.0145 0.3073 2.5373 2.6872 2.7114
123700.0000 -0.0597 -0.0623 0.2134 2.5639 2.8403 2.7063
123710.0000 -0.0402 -0.2634 0.1210 2.5780 2.5884 2.6967
123720.0000 0.0237 -0.0013 0.1078 2.6078 2.7304 2.7215
123730.0000 0.0040 0.0388 0.0394 2.6312 2.6708 2.9421
123740.0000 -0.1282 -0.0678 -0.0040 2.6505 3.0455 2.6907
123750.0000 0.0173 -0.0301 0.0324 2.7730 2.7566 2.8646
123760.0000 0.0138 0.1976 0.2091 2.8359 2.8082 2.7853
123770.0000 -0.0690 -0.1657 0.0305 2.6785 2.8399 2.9955
123780.0000 -0.2253 0.0596 0.1738 2.7888 2.7765 3.0207
123790.0000 -0.1390 0.1022 -0.0376 2.6752 2.8313 2.8710
123800.0000 -0.0817 0.2356 0.0412 2.7378 2.6286 2.8933
123810.0000 0.0453 -0.0360 0.1086 2.8280 2.7664 2.9725
123820.0000 -0.1098 -0.0191 0.0651 2.7559 2.6216 2.8149
123830.0000 -0.2267 -0.0629 -0.0358 2.7768 2.7915 2.8046
123840.0000 -0.3084 0.0847 0.0722 2.7941 2.7726 2.9403
123850.0000 -0.3421 0.0679 -0.0550 2.8779 2.6721 2.8722
123860.0000 -0.3490 -0.0057 0.1010 2.9001 2.8355 2.8649
123870.0000 -0.0903 0.1516 -0.1111 2.7053 2.7073 2.7261
123880.0000 -0.1839 0.0856 0.0411 2.7563 2.7208 2.6464
123890.0000 -0.1827 -0.0109 0.0951 2.8586 2.8684 2.8182
123900.0000 -0.1085 0.0889 -0.0038 2.7571 2.7977 2.8122
123910.0000 -0.0291 0.0384 0.0587 2.7708 2.6193 2.7794
123920.0000 -0.1519 0.1533 0.1742 2.7411 2.5060 2.6556
123930.0000 -0.1700 -0.0757 0.1649 2.8242 2.5992 2.6240
123940.0000 -0.0317 0.0175 0.2337 2.6813 2.5891 2.6217
123950.0000 0.0024 -0.1713 0.0186 2.6412 2.6991 2.5528
123960.0000 -0.0866 -0.1550 -0.1021 2.6147 2.8547 2.6007
123970.0000 0.0987 -0.1457 -0.1155 2.7793 2.8115 2.7493
123980.0000 0.0039 0.0010 -0.1242 2.6180 2.7076 2.5314
123990.0000 -0.0882 -0.1119 -0.1393 2.7820 2.7330 2.5345
124000.0000 0.0228 -0.0685 -0.0068 2.6581 2.6510 2.6415
124010.0000 0.1073 -0.0951 -0.1816 2.7376 2.6040 2.6354
124020.0000 0.2002 -0.0291 -0.1943 2.7668 2.8018 2.6870
124030.0000 0.0791 -0.0320 -0.0218 2.5828 2.7358 2.7487
124040.0000 0.0611 0.1259 -0.1326 2.7637 2.6890 2.5410
124050.0000 0.0847 0.0101 -0.0258 2.6590 2.6038 2.6534
124060.0000 0.0129 -0.1067 -0.0164 2.5731 2.7521 2.7423
124070.0000 0.0296 -0.0243 -0.0452 2.6288 2.7084 2.7254
124080.0000 0.0171 0.1464 -0.2279 2.9475 2.7990 2.7221
124090.0000 0.1531 0.0183 0.0185 2.6974 2.7295 2.8328
124100.0000 0.1433 -0.0269 0.0039 2.7075 2.7090 2.7194
124110.0000 -0.0262 -0.1013 0.1379 2.6429 2.7287 2.7215
124120.0000 0.0978 0.0041 -0.1336 2.6947 2.7688 2.8398
124130.0000 -0.0182 0.0402 0.1267 2.7519 2.9559 2.6181
124140.0000 0.2081 0.1438 0.0671 2.7099 2.5229 2.7170
124150.0000 0.1291 0.0336 0.0211 2.7110 2.6600 2.7141
124160.0000 0.1374 0.0732 -0.0586 2.7977 2.8175 2.6776
124170.0000 0.0158 0.1511 -0.1377 2.7149 2.7519 2.5977
124180.0000 -0.0236 0.1765 0.1209 2.7581 2.7369 2.7314
124190.0000 0.0665 0.1579 0.1779 2.7679 2.7688 2.7246
124200.0000 -0.0013 0.1074 0.2111 2.7978 2.6071 2.6238
124210.0000 0.0019 -0.0015 0.0429 2.7340 2.8609 2.6892
124220.0000 0.0381 0.1192 0.2426 3.0072 2.8747 2.7104
124230.0000 0.0792 0.2190 0.0643 2.8009 2.7123 2.9022
124240.0000 0.0896 0.0260 0.1002 2.7632 2.8563 2.8670
124250.0000 0.1648 -0.1990 0.1931 2.7754 2.7206 2.6647
124260.0000 0.0964 -0.1436 -0.0657 2.7654 2.6871 2.6304
124270.0000 -0.0010 -0.1925 -0.0039 2.6668 2.6780 2.7285
124280.0000 -0.1119 -0.0265 -0.0242 2.6911 2.6307 2.8776
124290.0000 -0.1380 -0.0486 -0.1934 2.6163 2.5105 2.6347
124300.0000 0.1054 -0.0430 -0.1811 2.8846 2.6646 2.7177
124310.0000 0.0975 0.1092 -0.0974 2.7418 2.6257 2.7695
124320.0000 0.0532 0.0368 -0.0025 2.7103 2.5666 2.9414
124330.0000 -0.0147 0.0541 0.0568 2.7546 2.6379 2.8353
124340.0000 0.0642 0.0254 -0.0764 2.8680 2.6677 2.7181
